Order ID,Product ID,Customer ID,Sales,Profit,Quantity,Discount,TimeID
CA-2013-BF108023-41454,OFF-BI-3719,BF-108023,12,5,1,0,867
SF-2014-AH10075117-41774,TEC-AC-5894,AH-10075117,1025,399,4,0,690
ES-2015-SC2080048-42118,FUR-BO-3631,SC-2080048,1190,14,12,0.2,402
US-2014-LR1691555-41923,FUR-CH-5412,LR-1691555,324,-162,5,0.4,533
US-2012-CC12550101-41089,OFF-ST-4267,CC-12550101,249,-157,3,0.4,677
ID-2014-TH2110059-41842,OFF-AP-3572,TH-2110059,502,-48,2,0.17,691
ID-2012-LC1688559-41256,OFF-ST-6264,LC-1688559,674,219,4,0.17,578
ID-2012-FM1429059-41252,FUR-CH-5380,FM-1429059,671,-211,2,0.27,582
ES-2012-CP1234048-40932,TEC-CO-6000,CP-1234048,591,53,2,0,505
IT-2015-MJ1774045-42316,TEC-CO-3679,MJ-1774045,890,-41,4,0.15,182
IN-2012-CC1237092-40943,TEC-AC-5873,CC-1237092,440,39,4,0,1196
MX-2015-TC2114593-42313,TEC-CO-3597,TC-2114593,1053,441,5,0.002,611
CA-2015-BF11080140-42344,OFF-LA-3242,BF-110801406,11,5,3,0,511
IN-2013-BD1172511-41541,FUR-TA-4636,BD-1172511,947,28,3,0,475
CA-2013-BF108023-41454,OFF-BI-3294,BF-108023,13,3,2,0,867
UP-2015-NG8430137-42351,TEC-CO-3588,NG-8430137,524,57,2,0,160
IN-2014-BT1168078-41817,FUR-CH-5441,BT-1168078,929,158,2,0,165
CA-2012-BP11095140-41261,TEC-PH-6364,BP-110951404,583,72,5,0.2,924
MX-2014-EM1396082-41962,TEC-CO-4586,EM-1396082,581,62,6,0.002,346
CA-2015-BP11095140-42272,TEC-PH-5564,BP-110951406,391,109,2,0,892
CA-2012-BP11095140-41261,TEC-PH-3821,BP-110951404,211,15,4,0.2,924
CA-2015-BP11095140-42272,TEC-PH-6364,BP-110951406,437,131,3,0,892
ES-2013-BC11125120-41566,OFF-ST-5705,BC-11125120,335,-18,6,0.1,842
IT-2015-CH12070125-42228,TEC-MA-5006,CH-12070125,623,37,2,0,435
IN-2012-DO1364566-41052,TEC-CO-3689,DO-1364566,955,429,3,0,99
BA-2014-ES408010-41902,TEC-MA-5501,ES-408010,625,6,2,0,618
ID-2015-LS1720059-42354,OFF-AP-4503,LS-1720059,831,230,2,0.17,59
IN-2015-CM1238597-42312,TEC-CO-6000,CM-1238597,443,-381,3,0.5,479
MX-2014-RB1933082-41971,TEC-CO-3678,RB-1933082,876,375,5,0.002,164
MX-2015-MC1742539-42104,TEC-CO-3595,MC-1742539,851,356,4,0.002,1137
IN-2014-NB1858021-41822,TEC-PH-5358,NB-1858021,871,165,7,0,927
IN-2015-AP1091559-42089,OFF-ST-5693,AP-1091559,352,4,3,0.17,220
IN-2015-NH1861058-42259,FUR-CH-5413,NH-1861058,822,205,5,0,206
ES-2015-RR1952548-42277,TEC-PH-5338,RR-1952548,333,49,2,0,495
ID-2013-JB1604592-41550,TEC-PH-5356,JB-1604592,766,-178,2,0.4,982
CA-2015-BP11095140-42352,FUR-BO-3621,BP-110951406,287,7,3,0.2,1197
US-2013-QJ1925555-41359,FUR-FU-3032,QJ-1925555,311,-165,7,0.4,1059
CA-2015-BP11095140-42339,TEC-AC-5900,BP-110951402,95,-10,3,0.2,619
TU-2013-KD6270134-41558,OFF-AP-4502,KD-6270134,800,-1020,4,0.6,89
CA-2012-BP11095140-41190,OFF-PA-4009,BP-110951408,88,31,2,0.2,1198
IN-2014-JA1597078-41802,FUR-BO-5780,JA-1597078,590,295,3,0,243
CA-2013-BP11095140-41481,OFF-AR-5313,BP-110951404,99,25,5,0,641
CA-2014-BP11095140-41940,OFF-FA-6129,BP-110951404,43,11,4,0,78
MX-2014-MC1784518-41711,FUR-FU-3941,MC-1784518,367,40,5,0,95
MX-2013-DS1318082-41431,FUR-CH-5450,DS-1318082,351,0,7,0.2,930
CA-2015-BP11095140-42110,OFF-BI-6338,BP-110951408,15,-11,3,0.7,166
ES-2014-CG12520139-41811,FUR-TA-5064,CG-12520139,899,395,2,0,747
IT-2012-JO1514548-41166,FUR-BO-5951,JO-1514548,784,270,2,0.1,548
ID-2014-CV1280559-41805,TEC-CO-5995,CV-1280559,620,-6,4,0.07,722
CA-2012-BP11095140-41261,OFF-FA-3076,BP-110951404,22,8,5,0,924
IT-2015-NW18400139-42188,OFF-SU-6182,NW-18400139,433,25,11,0,399
IT-2012-DP1300045-40916,FUR-BO-4848,DP-1300045,986,-1011,6,0.6,252
ID-2015-MY1738059-42035,OFF-AP-4748,MY-1738059,490,70,7,0.17,17
ID-2013-SB20185118-41433,FUR-CH-5366,SB-20185118,426,122,11,0.2,781
US-2012-BP11095140-41066,OFF-BI-6386,BP-110951402,12,-20,3,0.8,157
MX-2013-EB1393031-41479,TEC-PH-5824,EB-1393031,354,99,7,0,1033
MX-2013-AG1090082-41398,OFF-AP-4508,AG-1090082,720,72,2,0,338
IN-2014-GA145157-41830,OFF-AP-4963,GA-145157,473,120,1,0.1,623
IN-2015-RB1933058-42164,FUR-BO-5954,RB-1933058,445,80,3,0,282
IV-2014-MJ774029-41886,TEC-MA-6148,MJ-774029,506,217,2,0,951
CA-2013-BP11095140-41356,OFF-PA-5673,BP-110951404,33,16,4,0,800
ES-2013-SW20245139-41459,OFF-AP-3869,SW-20245139,1488,372,3,0,438
CA-2013-BP11095140-41481,OFF-BI-6321,BP-110951404,23,8,6,0.2,641
IS-2012-JL517563-41123,OFF-EN-3098,JL-517563,360,140,8,0,355
IT-2015-MC1757548-42230,OFF-ST-4078,MC-1757548,534,0,3,0.1,176
IT-2013-TM2101045-41601,FUR-TA-4712,TM-2101045,343,-105,1,0.35,486
ES-2015-AG1052545-42332,TEC-MA-6142,AG-1052545,513,-90,2,0.15,477
MX-2015-SB2018518-42245,TEC-CO-5994,SB-2018518,783,312,7,0.002,148
ID-2013-CS121757-41473,OFF-ST-4285,CS-121757,256,105,5,0.1,266
ES-2015-IG15085120-42263,TEC-CO-3598,IG-15085120,637,261,2,0,366
ID-2015-BD117257-42122,TEC-MA-5514,BD-117257,553,-18,5,0.1,669
ID-2014-JE1616559-41856,TEC-PH-3133,JE-1616559,309,81,5,0.17,325
CA-2013-BP11095140-41481,OFF-BI-2926,BP-110951404,9,3,3,0.2,641
ES-2015-CA1277545-42276,OFF-ST-4108,CA-1277545,338,109,8,0.1,574
MX-2012-HK1489031-41013,FUR-CH-4697,HK-1489031,335,63,6,0,1199
CA-2014-BP11095140-41940,OFF-BI-2904,BP-110951404,25,7,3,0.2,78
IN-2013-JB1600027-41592,FUR-BO-4862,JB-1600027,729,218,2,0,1065
IN-2014-JR162107-41675,TEC-CO-3594,JR-162107,344,34,2,0.1,2
IN-2014-EM1382566-41850,OFF-ST-4057,EM-1382566,256,25,2,0,253
ES-2013-JS1588045-41568,OFF-AR-3454,JS-1588045,154,27,7,0,1200
CA-2015-BP11095140-42056,OFF-FA-6129,BP-110951404,9,3,3,0.2,751
MX-2013-TC2114582-41446,FUR-TA-3436,TC-2114582,897,123,5,0.2,415
IN-2015-AB102557-42179,TEC-CO-3695,AB-102557,528,88,4,0.1,256
IN-2014-BP1118527-41716,FUR-CH-5808,BP-1118527,1021,112,6,0,1022
RO-2015-GH4665107-42333,OFF-AR-3460,GH-4665107,232,95,8,0,676
IN-2013-CC1261027-41286,FUR-CH-4564,CC-1261027,547,185,3,0,564
IT-2012-BS1175545-41223,OFF-ST-5700,BS-1175545,952,-31,5,0.1,339
ID-2013-TS215057-41599,TEC-CO-6011,TS-215057,424,-84,2,0.4,208
CA-2012-BP11095140-41219,OFF-FA-3472,BP-110951406,5,2,4,0,7
ES-2012-HJ1487545-41027,OFF-AR-3527,HJ-1487545,384,69,7,0,1201
ID-2015-TZ214457-42042,FUR-BO-5786,TZ-214457,706,-117,3,0.4,760
MX-2014-SB2018531-41843,TEC-CO-3679,SB-2018531,348,23,2,0.002,764
CA-2012-BP11095140-41261,OFF-LA-3238,BP-110951404,14,6,2,0,924
ES-2015-BM11650120-42215,OFF-ST-6067,BM-11650120,261,63,6,0.1,693
IN-2013-HM1486092-41636,TEC-AC-3405,HM-1486092,517,227,2,0,841
ES-2015-TT2146014-42201,OFF-ST-4258,TT-2146014,688,89,5,0,1182
CA-2012-BP11095140-41219,OFF-PA-5682,BP-110951406,30,13,3,0,7
IN-2012-AH1046558-41059,TEC-AC-5132,AH-1046558,382,68,8,0,714
ES-2015-AJ1096064-42162,FUR-BO-4865,AJ-1096064,875,420,7,0,901
ES-2014-TC2153564-41928,OFF-EN-3668,TC-2153564,417,16,10,0,454
MX-2014-MY1738093-41763,TEC-PH-5264,MY-1738093,288,28,3,0,307
ES-2014-BM1157545-41952,OFF-AR-3468,BM-1157545,243,43,5,0,1017
ID-2015-PO18865102-42168,TEC-CO-4570,PO-18865102,684,-63,4,0.35,813
MX-2012-LP1709551-41116,TEC-PH-5249,LP-1709551,346,100,3,0,92
IN-2014-TB211907-41906,FUR-CH-5775,TB-211907,830,175,2,0.1,462
ES-2015-RA1988545-42104,TEC-CO-3611,RA-1988545,643,166,2,0.15,1137
ES-2015-BP1115545-42320,OFF-BI-3724,BP-1115545,246,98,5,0,404
IN-2015-SS2059090-42277,TEC-PH-5829,SS-2059090,476,47,7,0,495
MX-2014-NM1844539-41984,FUR-CH-4563,NM-1844539,960,278,8,0,106
MX-2012-SB2018518-40967,TEC-MA-5513,SB-2018518,358,110,2,0,500
MX-2012-AY1055539-41185,TEC-CO-3607,AY-1055539,285,65,3,0.002,899
IN-2013-CA1205558-41444,FUR-CH-5794,CA-1205558,529,21,4,0,88
IN-2014-DB1321027-41899,FUR-BO-3893,DB-1321027,364,153,3,0,244
US-2015-HA1490598-42291,TEC-AC-3388,HA-1490598,413,-144,9,0.4,561
ES-2012-DP1316548-41055,FUR-TA-3416,DP-1316548,827,-394,4,0.35,1158
IT-2012-LW1699045-41178,OFF-AP-4497,LW-1699045,507,0,2,0.1,510
AG-2014-DJ35103-41877,TEC-MA-4205,DJ-35103,1050,399,4,0,591
MX-2014-TA2138582-41991,TEC-CO-4587,TA-2138582,478,109,5,0.002,48
MZ-2015-JW522087-42183,FUR-BO-5762,JW-522087,879,35,2,0,297
CA-2015-BW11110140-42012,TEC-MA-5082,BW-111101402,3059,679,2,0.1,428
ES-2012-JF15565139-41135,FUR-BO-4846,JF-15565139,431,12,3,0,792
CA-2015-BW11110140-42248,FUR-CH-4620,BW-111101404,569,7,2,0.2,156
MX-2014-BS1138026-41985,FUR-BO-4858,BS-1138026,686,281,6,0,79
TU-2014-RM9675134-41658,OFF-ST-4057,RM-9675134,307,-322,6,0.6,599
IN-2015-LF1718558-42320,TEC-PH-5835,LF-1718558,697,132,5,0,404
ID-2013-LP1708059-41496,FUR-CH-4655,LP-1708059,1001,-233,3,0.27,214
MX-2014-JR1570036-41775,FUR-CH-5441,JR-1570036,501,37,2,0.2,100
IN-2013-CK1232527-41573,FUR-BO-3904,CK-1232527,724,333,2,0,913
ES-2014-PP1895545-41689,OFF-ST-4078,PP-1895545,890,0,5,0.1,945
RS-2015-CM2115108-42059,OFF-ST-4078,CM-2115108,395,39,2,0,278
CA-2013-BW11110140-41390,TEC-PH-5661,BW-111101404,311,38,3,0.2,1076
MX-2014-TP2113093-41825,OFF-ST-4269,TP-2113093,550,242,4,0,992
ES-2014-MS17530139-41811,FUR-BO-3897,MS-17530139,506,192,3,0,747
CA-2014-BW11110140-41926,OFF-ST-4246,BW-111101406,99,23,3,0,379
IN-2015-BO113507-42230,FUR-BO-5967,BO-113507,702,179,2,0.1,176
ES-2014-DD1357048-41954,TEC-PH-5836,DD-1357048,1103,529,8,0,1
ES-2015-DB1327048-42360,TEC-PH-5844,DB-1327048,1120,268,9,0,272
ES-2015-PW19030120-42362,FUR-BO-3629,PW-19030120,379,159,3,0,239
CA-2015-BW11110140-42248,OFF-ST-6079,BW-111101404,149,43,7,0,156
IN-2012-CM11935130-41145,TEC-PH-5273,CM-11935130,646,77,6,0.17,929
CA-2014-BW11110140-41926,OFF-AR-3455,BW-111101406,34,12,5,0,379
IN-2014-EA140357-41807,FUR-BO-3888,EA-140357,381,-17,3,0.1,287
IN-2012-SC200957-41170,FUR-BO-5950,SC-200957,1968,262,5,0.1,1027
MX-2015-CA1231082-42089,TEC-CO-4592,CA-1231082,503,150,2,0.002,220
CA-2014-BW11110140-41926,OFF-PA-3843,BW-111101406,37,18,2,0,379
CA-2014-BW11110140-41926,FUR-FU-4764,BW-111101406,82,33,3,0,379
ES-2012-TS21370139-40968,FUR-CH-5448,TS-21370139,704,288,5,0,829
CA-2013-BW11110140-41353,OFF-PA-6567,BW-111101402,51,24,8,0,835
US-2014-BT1144098-42003,FUR-BO-5787,BT-1144098,1564,0,10,0.4,216
MX-2013-DP1339026-41580,FUR-CH-4560,DP-1339026,467,219,7,0,831
MO-2014-BN147086-41655,FUR-TA-4635,BN-147086,634,215,2,0,848
IN-2013-KH163307-41430,TEC-CO-4765,KH-163307,661,286,3,0.1,571
ES-2015-JK1532545-42179,OFF-AR-6127,JK-1532545,182,29,4,0,256
CA-2014-BW11110140-41984,OFF-PA-3009,BW-111101406,62,29,9,0,106
IR-2014-TS1161060-41989,TEC-MA-5503,TS-1161060,1256,12,4,0,437
ID-2013-ML1826527-41605,TEC-CO-4593,ML-1826527,760,144,2,0,855
NI-2014-PR888095-41982,TEC-PH-3805,PR-888095,195,-195,1,0.7,452
CA-2013-BW11110140-41390,FUR-CH-5790,BW-111101404,63,6,3,0.2,1076
IN-2014-AW1084027-41686,FUR-CH-5806,AW-1084027,827,397,5,0,1202
IN-2013-EH140057-41321,TEC-AC-3390,EH-140057,418,-132,6,0.4,1203
ES-2012-MC18130139-41060,TEC-AC-5872,MC-18130139,449,58,4,0,600
IN-2015-BP112307-42297,TEC-CO-6012,BP-112307,640,234,2,0.1,834
IN-2015-GR1456097-42109,TEC-PH-3803,GR-1456097,227,-141,3,0.5,326
IT-2015-PG1889591-42108,FUR-FU-3047,PG-1889591,211,-50,5,0.2,229
IN-2012-BM1178592-40989,TEC-PH-5352,BM-1178592,273,46,2,0,819
ES-2015-MZ1733564-42174,TEC-AC-5204,MZ-1733564,800,144,8,0,795
ID-2014-LF17185102-41648,OFF-ST-5693,LF-17185102,312,-210,4,0.45,630
CA-2013-BW11110140-41390,OFF-AR-5325,BW-111101404,59,15,3,0,1076
MX-2014-DR1288082-41714,FUR-BO-3636,DR-1288082,644,64,7,0.2,1204
IT-2013-DA13450120-41455,FUR-CH-4683,DA-13450120,522,-78,5,0.2,683
TU-2015-IG5085134-42038,TEC-PH-5273,IG-5085134,207,-197,4,0.6,844
IN-2014-RP19270102-41944,TEC-PH-5338,RP-19270102,375,65,3,0.25,694
US-2014-SC2005018-41783,TEC-CO-5998,SC-2005018,626,-916,8,0.602,576
IN-2012-LB1679558-41219,FUR-BO-5940,LB-1679558,830,373,5,0,7
ID-2015-LC16960102-42229,FUR-BO-3631,LC-16960102,725,122,9,0.35,776
MX-2013-BS1159018-41511,OFF-AP-3864,BS-1159018,370,66,2,0,758
US-2014-BF11020101-41991,TEC-AC-4166,BF-11020101,229,-38,5,0.4,48
US-2014-BW11110140-41921,FUR-FU-3847,BW-111101402,51,-32,8,0.6,453
CA-2013-BW11110140-41390,OFF-BI-4355,BW-111101404,50,17,3,0.2,1076
ES-2013-YC2189545-41335,FUR-BO-5780,YC-2189545,1239,468,7,0.1,824
IN-2013-KC1654027-41434,OFF-ST-6248,KC-1654027,269,78,2,0,1090
MX-2014-GR1456031-41943,TEC-CO-3681,GR-1456031,523,198,3,0.002,351
ES-2014-NP1867048-41721,TEC-PH-5265,NP-1867048,859,42,6,0,745
IN-2013-BW1111058-41404,TEC-AC-4158,BW-1111058,334,83,4,0,375
ID-2014-TS216107-41888,TEC-CO-3606,TS-216107,507,186,4,0.1,890
ES-2013-MB1730548-41460,TEC-AC-5205,MB-1730548,518,72,5,0,1184
ES-2014-PW19030139-41805,TEC-MA-4193,PW-19030139,1071,285,7,0.1,722
CA-2014-BW11110140-41926,OFF-LA-3327,BW-111101406,24,11,5,0,379
CA-2015-BW11110140-42152,OFF-BI-4297,BW-111101408,12,-10,5,0.7,470
ID-2014-BF11005102-41768,FUR-BO-3629,BF-11005102,246,-125,3,0.35,865
CA-2012-BW111023-41084,OFF-AR-5912,BW-111023,17,7,1,0,621
CA-2015-BW11110140-42152,TEC-AC-6075,BW-111101408,27,0,3,0.2,470
ES-2015-MC1784545-42354,TEC-AC-4163,MC-1784545,228,36,2,0,59
ID-2014-MY1738097-41808,TEC-PH-3147,MY-1738097,636,-165,2,0.5,337
ID-2012-SW20245102-41100,FUR-CH-4560,SW-20245102,600,-152,8,0.25,1147
ES-2012-KB1631545-41156,FUR-BO-5778,KB-1631545,1076,23,6,0.1,1127
MA-2015-MC727577-42134,OFF-AP-4505,MC-727577,541,200,1,0,883
SA-2013-RP9390110-41625,OFF-AP-4506,RP-9390110,542,244,1,0,543
CA-2015-BC11125140-42144,FUR-CH-6016,BC-111251404,681,42,12,0.2,185
MX-2015-LS1723093-42179,FUR-BO-4847,LS-1723093,474,137,5,0,256
MX-2013-NM1844582-41371,OFF-ST-5701,NM-1844582,707,226,5,0,1205
ES-2014-TT21070120-41998,TEC-MA-6140,TT-21070120,540,5,2,0.1,903
MX-2014-AW1084082-41716,TEC-AC-5115,AW-1084082,676,168,14,0,1022
IN-2015-MG1789056-42343,OFF-AP-4736,MG-1789056,2105,715,4,0,18
MX-2014-CS1195082-41796,FUR-BO-3892,CS-1195082,657,238,3,0.2,13
US-2014-RB19435143-41907,OFF-ST-4080,RB-19435143,395,-250,5,0.4,466
ES-2012-JG1511564-41213,OFF-ST-4057,JG-1511564,770,38,10,0.4,789
ES-2014-SW2024545-41865,TEC-CO-3594,SW-2024545,813,95,5,0.15,753
MX-2015-SS20515100-42091,TEC-CO-4577,SS-20515100,634,-1,3,0.002,593
US-2015-BC11125140-42167,OFF-ST-4273,BC-111251404,215,-48,3,0.2,546
MX-2014-BP1109536-41968,FUR-CH-5450,BP-1109536,351,0,7,0.2,109
CG-2015-HP481533-42047,OFF-AP-4501,HP-481533,499,89,1,0,360
ID-2015-JW15220102-42132,FUR-CH-4701,JW-15220102,747,-159,6,0.25,121
ES-2014-JP16135139-41899,OFF-ST-6032,JP-16135139,462,92,4,0.1,244
IN-2012-ST2053058-41150,TEC-PH-3786,ST-2053058,728,225,4,0,410
US-2012-KB1631598-41064,FUR-BO-4850,KB-1631598,991,-297,6,0.4,1206
CA-2012-BC11125140-41095,FUR-CH-4397,BC-111251404,478,47,2,0.2,1207
RS-2012-TB11520108-41214,OFF-AR-3459,TB-11520108,177,62,6,0,891
US-2015-BC11125140-42167,FUR-CH-4416,BC-111251404,280,35,1,0.2,546
IT-2014-PB1915045-41696,FUR-CH-5409,PB-1915045,456,-25,6,0.1,419
ES-2013-DS1303045-41495,TEC-CO-3684,DS-1303045,644,-60,4,0.15,264
CA-2013-BC11125140-41445,TEC-AC-5657,BC-111251406,319,91,2,0.2,382
IS-2015-MO780063-42355,OFF-AP-3865,MO-780063,278,75,1,0,202
IN-2015-BW110657-42319,OFF-ST-6263,BW-110657,551,24,3,0.1,37
ES-2013-VB2174545-41546,OFF-BI-6382,VB-2174545,217,-87,9,0.5,85
IN-2015-BE113357-42273,FUR-CH-4683,BE-113357,587,189,5,0.1,38
ES-2013-CD11920120-41419,OFF-AR-3499,CD-11920120,370,96,8,0,50
ES-2015-MT1807048-42237,FUR-BO-3901,MT-1807048,977,271,3,0.1,879
US-2015-BC11125140-42167,OFF-ST-6079,BC-111251404,68,7,4,0.2,546
MX-2014-MS1771028-41919,FUR-CH-5454,MS-1771028,705,148,6,0,1016
US-2013-ME1801036-41409,FUR-BO-4862,ME-1801036,291,-165,2,0.4,668
IN-2015-PS1897058-42117,TEC-PH-3133,PS-1897058,298,116,4,0,941
NG-2015-EC405094-42140,FUR-CH-4557,EC-405094,602,204,6,0,67
CA-2012-BC11125140-41164,FUR-CH-5536,BC-111251402,340,-9,6,0.3,1110
US-2015-GH1441018-42158,TEC-CO-4774,GH-1441018,635,-786,8,0.602,205
MX-2012-BP1118518-41174,OFF-AP-4730,BP-1118518,410,131,2,0,40
IN-2014-EM1382566-41850,OFF-ST-6031,EM-1382566,254,73,2,0,253
US-2014-TB2135555-41860,TEC-PH-5246,TB-2135555,422,-162,6,0.4,1189
ES-2014-RS1976545-41962,TEC-PH-5836,RS-1976545,468,181,4,0.15,346
CA-2014-BC11125140-41846,OFF-AR-5303,BC-111251404,37,11,9,0,87
MX-2015-RA1991518-42302,FUR-CH-5775,RA-1991518,2460,49,8,0,377
CA-2014-BC11125140-41864,FUR-CH-4410,BC-111251406,145,-8,2,0.1,965
IN-2013-GM144407-41401,FUR-FU-4040,GM-144407,225,22,5,0.1,82
CA-2014-BC11125140-41734,TEC-AC-5138,BC-111251406,89,37,3,0,405
MX-2013-BG1174018-41493,FUR-CH-5808,BG-1174018,340,112,3,0,262
NG-2012-BF100594-41023,TEC-PH-5357,BF-100594,504,216,4,0,1134
IN-2015-JS1568527-42105,TEC-AC-5116,JS-1568527,210,86,3,0,487
MX-2015-BE1133582-42161,TEC-PH-3815,BE-1133582,565,129,6,0,315
IT-2013-EH1394564-41628,OFF-ST-5693,EH-1394564,426,-170,5,0.4,223
MO-2015-LC714086-42106,OFF-AP-4503,LC-714086,1001,110,2,0,950
IN-2013-ME1772558-41614,FUR-BO-3902,ME-1772558,364,62,1,0,116
IN-2014-SG2008058-41997,FUR-TA-4705,SG-2008058,669,214,2,0,391
ID-2012-HE1480092-40938,FUR-CH-5795,HE-1480092,161,-29,2,0.4,1208
CA-2014-BC11125140-41734,FUR-FU-3939,BC-111251406,82,7,2,0,405
US-2015-BC11125140-42167,OFF-AR-3519,BC-111251404,88,6,5,0.2,546
ES-2013-TC209808-41311,FUR-FU-5730,TC-209808,434,160,4,0,1060
US-2015-BC11125140-42167,OFF-AR-5296,BC-111251404,15,1,1,0.2,546
CA-2015-BC11125140-42144,TEC-AC-5858,BC-111251404,36,10,1,0,185
ES-2013-MM1805545-41636,TEC-CO-4573,MM-1805545,324,34,2,0.15,841
ES-2013-PJ19015139-41536,TEC-CO-4580,PJ-19015139,296,133,2,0,923
IN-2014-NW1840088-41718,OFF-AP-4493,NW-1840088,489,164,14,0.17,215
CA-2014-BC11125140-41734,OFF-ST-6245,BC-111251406,31,8,2,0,405
ES-2015-JF1535564-42356,OFF-ST-5703,JF-1535564,632,-158,5,0.4,45
US-2015-CP12340143-42143,TEC-PH-5840,CP-12340143,764,-306,3,0.4,321
IN-2015-CM12160102-42053,FUR-FU-3940,CM-12160102,495,79,6,0.25,1113
ES-2012-AR1040548-41067,TEC-CO-3689,AR-1040548,859,0,3,0.1,513
US-2014-BC11125140-41899,OFF-PA-6522,BC-111251404,12,6,2,0,244
IN-2015-NH1861058-42259,FUR-CH-4524,NH-1861058,576,270,8,0,206
IN-2012-WB2185058-41178,FUR-BO-3640,WB-2185058,1100,473,3,0,510
ES-2013-NP1867045-41639,FUR-BO-5769,NP-1867045,273,103,2,0.1,317
LY-2015-SC1005074-42024,TEC-PH-3792,SC-1005074,354,14,4,0,499
ID-2013-AG106757-41600,OFF-ST-4260,AG-106757,613,211,5,0.1,803
MX-2015-BS1166518-42232,FUR-BO-4860,BS-1166518,725,94,3,0,725
IN-2015-JK1573027-42321,OFF-ST-5703,JK-1573027,632,101,3,0,249
IN-2012-JJ157607-41194,FUR-BO-5949,JJ-157607,263,-122,1,0.4,158
ES-2014-HK1489048-41850,TEC-PH-5248,HK-1489048,780,164,5,0.1,253
MX-2014-RS1987039-41997,FUR-TA-4643,RS-1987039,789,197,3,0.2,391
IN-2013-CS1249092-41485,FUR-CH-4559,CS-1249092,195,76,2,0,1209
ES-2014-KD16345139-41986,FUR-BO-5959,KD-16345139,776,186,4,0,946
SU-2015-RD9585122-42334,OFF-AP-4959,RD-9585122,1233,407,4,0,186
IN-2012-AM10705130-41151,FUR-CH-5794,AM-10705130,483,-152,5,0.27,1064
CA-2015-BC11125140-42144,OFF-AR-5291,BC-111251404,5,1,1,0,185
IN-2015-HG1496566-42155,OFF-ST-6283,HG-1496566,325,136,6,0,629
IN-2013-AB101057-41443,TEC-PH-5340,AB-101057,334,78,5,0.1,268
IN-2015-JL1523527-42322,FUR-BO-5942,JL-1523527,840,100,5,0,537
US-2015-EB1370536-42105,FUR-BO-5762,EB-1370536,879,-556,5,0.4,487
IT-2013-BF1121548-41425,FUR-TA-3420,BF-1121548,555,-1924,4,0.85,794
IN-2013-DB129107-41594,FUR-CH-4563,DB-129107,810,-63,5,0.1,648
IN-2015-EM1414011-42021,FUR-CH-5796,EM-1414011,685,157,5,0,793
CA-2015-BC11125140-42144,OFF-AR-5287,BC-111251404,3,1,2,0,185
ES-2015-DH1307548-42258,TEC-AC-5897,DH-1307548,513,215,2,0,236
CA-2012-BM11140140-41159,TEC-MA-5082,BM-111401402,8159,-1359,8,0.4,308
CA-2012-BM11140140-41159,FUR-CH-5749,BM-111401402,1740,-24,9,0.3,308
MX-2015-SC2038093-42151,TEC-CO-3588,SC-2038093,698,131,4,0.002,664
CA-2014-BM11140140-41978,OFF-ST-3746,BM-111401406,182,3,3,0,1210
IN-2014-SS2041078-41973,FUR-BO-5745,SS-2041078,504,237,3,0,780
MX-2014-EJ1372018-41938,TEC-PH-3128,EJ-1372018,336,36,3,0,1211
ES-2015-BE11410139-42285,TEC-PH-5812,BE-11410139,339,61,2,0,958
ZA-2014-RF9345146-41879,TEC-MA-6141,RF-9345146,597,263,2,0,954
ES-2014-CC1210064-41832,OFF-AR-3470,CC-1210064,499,164,10,0,987
IN-2012-EM1414059-41201,FUR-BO-5799,EM-1414059,966,51,7,0.07,1212
MX-2015-NM1844518-42284,OFF-AP-4951,NM-1844518,331,23,5,0,179
CA-2015-BM11140140-42062,OFF-AP-6320,BM-111401404,356,99,7,0,350
IN-2015-DO1343527-42208,FUR-FU-4043,DO-1343527,195,46,4,0,538
CA-2014-BM11140140-41978,TEC-AC-4141,BM-111401406,78,34,1,0,1210
ES-2013-KD16495139-41416,FUR-CH-4654,KD-16495139,827,156,2,0.1,434
NI-2012-BP123095-41122,TEC-CO-5997,BP-123095,178,-368,2,0.7,1111
IN-2012-KH1636059-41061,FUR-BO-5972,KH-1636059,413,182,3,0.07,708
CA-2014-BM11140140-41978,OFF-ST-4256,BM-111401406,193,11,2,0,1210
ID-2013-BF1100592-41471,OFF-ST-5700,BF-1100592,761,-444,6,0.4,975
US-2013-LS1723018-41368,TEC-CO-3678,LS-1723018,279,-120,4,0.602,701
MZ-2012-DK337587-40990,FUR-CH-4682,DK-337587,512,194,4,0,1213
ES-2014-JG15805139-41962,OFF-AR-6119,JG-15805139,198,63,8,0,346
MX-2012-JG1511582-41196,OFF-AP-4960,JG-1511582,703,161,2,0,739
MX-2015-DK129855-42272,TEC-CO-5990,DK-129855,473,61,5,0.402,892
CA-2014-BM11140140-41885,FUR-CH-4418,BM-111401404,215,-2,3,0.2,86
IN-2013-BE114557-41543,TEC-MA-4196,BE-114557,764,118,5,0.1,497
ID-2013-CC1267097-41617,OFF-AP-4965,CC-1267097,1140,-638,4,0.5,1053
IN-2015-DM1334558-42146,OFF-BI-4817,DM-1334558,205,80,4,0,170
CA-2014-BM11140140-41978,FUR-FU-4039,BM-111401406,113,20,3,0,1210
IN-2013-AR105107-41293,FUR-BO-4862,AR-105107,656,145,2,0.1,1118
TU-2012-DM3345134-41188,TEC-PH-3148,DM-3345134,1017,-814,4,0.6,696
US-2014-PG1889582-41647,FUR-FU-3942,PG-1889582,171,-22,4,0.4,460
