Order_ID,Product_ID,Customer_ID,TimeID,Sales,Profit,Quantity,Discount
ID-2015-GM14680102-42368,FUR-CH-5808,GM-14680102,498,255.0,-47.0,2,0.25
ID-2015-MO17800130-42290,OFF-ST-4283,MO-17800130,412,247.0,-149.0,8,0.47
MX-2013-NW1840082-41584,OFF-ST-6250,NW-1840082,547,110.0,2.0,7,0.0
ES-2012-BE11455120-41180,FUR-BO-3896,BE-11455120,1150,854.0,290.0,7,0.0
IT-2013-NF1838545-41297,TEC-MA-4202,NF-1838545,1257,332.0,0.0,5,0.15
IN-2013-SN2071027-41417,OFF-AP-3879,SN-2071027,227,103.0,11.0,2,0.0
US-2014-LR1703536-41956,TEC-AC-4155,LR-1703536,359,222.0,-39.0,5,0.2
CA-2015-CA12265140-42189,FUR-FU-6280,CA-122651404,353,545.0,114.0,9,0.0
IN-2015-JP155207-42208,TEC-CO-3680,JP-155207,538,468.0,78.0,2,0.1
ES-2014-SD2048548-41794,OFF-AR-3545,SD-2048548,517,192.0,96.0,6,0.0
CA-2013-CA12265140-41531,FUR-TA-5061,CA-122651404,212,912.0,118.0,5,0.0
CA-2015-CA12265140-42297,FUR-BO-5743,CA-122651402,834,328.0,-91.0,3,0.32
IT-2015-AR1034545-42024,OFF-ST-6262,AR-1034545,499,552.0,110.0,3,0.1
IT-2012-CM1183045-41255,TEC-CO-3592,CM-1183045,489,324.0,-3.0,2,0.15
CA-2014-CA12265140-41677,TEC-AC-5231,CA-122651408,914,100.0,21.0,4,0.0
IT-2012-NH1861045-41062,OFF-AR-3490,NH-1861045,291,329.0,88.0,13,0.0
IN-2013-RD1972066-41497,FUR-FU-4076,RD-1972066,979,66.0,29.0,3,0.0
CA-2015-CA12265140-42313,TEC-AC-5119,CA-122651408,611,95.0,15.0,3,0.2
QA-2015-LM7065105-42362,OFF-SU-2977,LM-7065105,239,190.0,53.0,6,0.0
ES-2013-TS21205120-41390,OFF-BI-6378,TS-21205120,1076,74.0,5.0,6,0.0
IN-2014-JF152957-41872,FUR-CH-5396,JF-152957,607,354.0,-7.0,3,0.1
MO-2015-CM265586-42168,TEC-PH-5814,CM-265586,813,166.0,43.0,1,0.0
CA-2015-CA12265140-42313,TEC-PH-4889,CA-122651408,611,143.0,-32.0,9,0.2
ES-2014-DM1301548-41720,TEC-PH-3143,DM-1301548,1025,279.0,69.0,2,0.0
IT-2013-EJ1415591-41543,FUR-BO-4862,EJ-1415591,497,364.0,-124.0,2,0.5
MX-2013-KC1667528-41417,FUR-BO-3647,KC-1667528,227,249.0,79.0,3,0.0
IT-2012-EB1375045-41177,TEC-PH-5338,EB-1375045,818,425.0,0.0,3,0.15
CA-2012-CA12265140-40992,OFF-AR-3444,CA-122651404,976,25.0,9.0,6,0.0
CA-2012-CA12265140-40992,TEC-AC-4879,CA-122651404,976,45.0,15.0,4,0.0
US-2015-KD1649518-42131,FUR-BO-3624,KD-1649518,671,219.0,-219.0,2,0.6
ES-2012-HD1478548-41068,OFF-ST-5697,HD-1478548,915,80.0,0.0,3,0.1
IN-2014-HG149657-41864,FUR-CH-4681,HG-149657,965,598.0,106.0,5,0.1
IN-2012-JR1621066-41194,OFF-ST-5700,JR-1621066,158,634.0,31.0,3,0.0
ID-2014-LC168707-41744,OFF-BI-2882,LC-168707,1178,199.0,-20.0,7,0.1
MX-2015-SJ2012551-42160,FUR-CH-5776,SJ-2012551,1046,309.0,27.0,1,0.0
UP-2013-BW1110137-41597,OFF-AP-4957,BW-1110137,444,310.0,21.0,1,0.0
IN-2012-BM1178558-41124,TEC-AC-5116,BM-1178558,686,351.0,144.0,5,0.0
ID-2014-SC206957-41978,FUR-TA-5067,SC-206957,1210,379.0,-119.0,2,0.3
ES-2013-TM2149045-41501,OFF-SU-4304,TM-2149045,563,248.0,86.0,7,0.0
ES-2014-KM167208-41709,TEC-PH-3800,KM-167208,124,464.0,27.0,3,0.0
ES-2013-PP1895545-41313,OFF-ST-6272,PP-1895545,1052,245.0,-13.0,5,0.1
ES-2014-JS1588096-41777,TEC-AC-5219,JS-1588096,1143,113.0,21.0,4,0.0
US-2012-CA12265140-41268,OFF-BI-3741,CA-122651402,491,8.0,-14.0,5,0.8
IN-2015-SG2060566-42158,TEC-MA-5013,SG-2060566,205,517.0,243.0,6,0.0
US-2014-PF19165143-41905,OFF-AP-3571,PF-19165143,880,241.0,-84.0,2,0.4
CA-2014-CA12265140-41677,OFF-LA-5591,CA-122651408,914,7.0,3.0,3,0.0
UZ-2014-RF9840142-41978,TEC-PH-3817,RF-9840142,1210,138.0,45.0,1,0.0
US-2015-JL1585082-42325,FUR-CH-5807,JL-1585082,823,268.0,-53.0,3,0.2
UP-2015-DW3480137-42234,FUR-CH-5757,DW-3480137,400,229.0,11.0,4,0.0
IN-2014-HH1501058-41773,OFF-BI-4815,HH-1501058,424,152.0,0.0,3,0.0
IT-2013-JH1618064-41553,FUR-TA-5053,JH-1618064,1040,504.0,-272.0,4,0.5
ES-2013-RA1928548-41473,TEC-AC-4188,RA-1928548,266,698.0,62.0,3,0.1
ES-2014-SB20185139-41874,OFF-EN-3096,SB-20185139,684,175.0,78.0,4,0.0
ID-2013-AG103307-41296,OFF-SU-3001,AG-103307,889,124.0,-5.0,3,0.1
IN-2012-AF108707-41153,FUR-CH-4629,AF-108707,389,213.0,33.0,5,0.1
ES-2014-CM12115125-41902,OFF-AR-3502,CM-12115125,618,148.0,48.0,3,0.0
CA-2015-CA12265140-42290,OFF-PA-6508,CA-122651406,412,9.0,4.0,2,0.0
ES-2014-JM1619545-41934,OFF-BI-3727,JM-1619545,605,150.0,31.0,3,0.0
IN-2014-CR1282011-41836,FUR-CH-5805,CR-1282011,804,340.0,122.0,2,0.0
ES-2012-JK16090120-41166,TEC-PH-3129,JK-16090120,548,300.0,73.0,2,0.1
IN-2014-KT1648058-41762,FUR-CH-4557,KT-1648058,263,200.0,86.0,2,0.0
ID-2015-SV1093559-42358,FUR-BO-5785,SV-1093559,298,311.0,-31.0,3,0.2
MX-2015-BS1136582-42344,FUR-BO-3901,BS-1136582,511,385.0,33.0,2,0.2
CA-2012-CA12265140-40992,OFF-AR-5330,CA-122651404,976,6.0,1.0,2,0.0
ID-2015-MT1807059-42160,OFF-ST-5692,MT-1807059,1046,352.0,29.0,3,0.17
ES-2014-BS1159045-41858,TEC-AC-5888,BS-1159045,711,170.0,28.0,3,0.0
CA-2015-CA12265140-42313,OFF-LA-3200,CA-122651408,611,4.0,1.0,2,0.2
IN-2014-SC20260144-41927,FUR-FU-4035,SC-20260144,573,206.0,56.0,5,0.27
MX-2014-CD1198051-41991,FUR-FU-5741,CD-1198051,48,190.0,45.0,12,0.0
SF-2014-BN1515117-41907,FUR-FU-3035,BN-1515117,466,219.0,70.0,2,0.0
IN-2012-EB138707-41000,TEC-CO-4779,EB-138707,1039,228.0,83.0,2,0.1
CA-2012-CA12265140-40992,OFF-AR-4010,CA-122651404,976,14.0,3.0,2,0.0
ES-2012-PO1885045-41025,FUR-CH-4682,PO-1885045,198,807.0,251.0,7,0.1
ES-2015-NG1835545-42259,FUR-FU-3032,NG-1835545,206,222.0,44.0,2,0.0
IN-2015-VP21760113-42270,FUR-BO-3642,VP-21760113,478,364.0,131.0,1,0.0
SG-2015-ZD11925111-42158,OFF-AR-6112,ZD-11925111,205,127.0,47.0,8,0.0
CA-2015-CA12265140-42297,OFF-BI-6018,CA-122651402,834,2.0,-3.0,2,0.8
ES-2015-MG17875139-42244,FUR-CH-4631,MG-17875139,43,212.0,8.0,4,0.0
RO-2015-TT11460107-42327,TEC-AC-4172,TT-11460107,71,304.0,21.0,8,0.0
IN-2012-CS119507-41160,OFF-EN-5030,CS-119507,1091,266.0,11.0,6,0.1
CA-2015-CA12265140-42313,OFF-BI-6209,CA-122651408,611,3.0,-2.0,2,0.7
RS-2015-KH6360108-42269,TEC-AC-4186,KH-6360108,251,256.0,102.0,1,0.0
IT-2013-LF1718564-41297,TEC-MA-6139,LF-1718564,1257,294.0,-63.0,3,0.4
IN-2012-MC176357-41251,TEC-PH-5845,MC-176357,531,443.0,123.0,4,0.1
ES-2015-CL1270048-42268,TEC-CO-4785,CL-1270048,1331,743.0,118.0,6,0.0
TU-2013-DP3105134-41508,OFF-ST-4260,DP-3105134,363,327.0,-319.0,6,0.6
US-2015-CD12280140-42327,TEC-AC-4871,CD-122801404,71,132.0,54.0,4,0.0
IS-2015-MO780063-42355,FUR-CH-4681,MO-780063,202,133.0,63.0,1,0.0
MX-2013-FM1421528-41631,FUR-CH-4546,FM-1421528,1263,196.0,13.0,2,0.0
EG-2013-AF87038-41528,FUR-BO-3629,AF-87038,1323,253.0,106.0,2,0.0
CA-2015-CD12280140-42314,OFF-PA-4009,CD-122801406,113,110.0,53.0,2,0.0
IN-2015-FC1424527-42050,OFF-AR-3526,FC-1424527,1250,323.0,61.0,6,0.0
ES-2015-SC20440139-42244,TEC-PH-3817,SC-20440139,43,249.0,63.0,2,0.1
TU-2015-BS1665134-42217,OFF-ST-6047,BS-1665134,659,159.0,-127.0,2,0.6
MX-2014-RF1984031-41747,TEC-AC-5864,RF-1984031,98,271.0,59.0,5,0.0
RS-2012-AR345108-40997,OFF-ST-4267,AR-345108,1061,415.0,182.0,2,0.0
IN-2015-SW20455118-42304,FUR-BO-3624,SW-20455118,301,329.0,94.0,1,0.2
CA-2015-CD12280140-42314,FUR-CH-4517,CD-122801406,113,128.0,24.0,2,0.1
ID-2013-AG103307-41296,TEC-AC-4157,AG-103307,889,152.0,33.0,2,0.1
ES-2014-GD1459064-41908,TEC-AC-4178,GD-1459064,73,230.0,52.0,4,0.0
ID-2013-ML174107-41403,TEC-PH-3128,ML-174107,443,504.0,-42.0,5,0.4
UP-2014-AA315137-41859,OFF-ST-4268,AA-315137,1151,414.0,70.0,2,0.0
IN-2013-JK1609027-41615,OFF-EN-4449,JK-1609027,286,136.0,40.0,5,0.0
ES-2015-KL1664548-42028,OFF-ST-4097,KL-1664548,735,128.0,-2.0,3,0.1
IR-2013-LH675060-41513,OFF-ST-6032,LH-675060,390,256.0,71.0,2,0.0
ID-2014-LT171107-41843,TEC-AC-3392,LT-171107,764,293.0,12.0,8,0.1
MA-2015-SC1038077-42094,FUR-CH-5456,SC-1038077,496,347.0,17.0,2,0.0
MX-2012-TS2150539-41179,FUR-CH-5454,TS-2150539,255,235.0,49.0,2,0.0
MX-2013-BF1100536-41426,FUR-TA-5055,BF-1100536,1008,342.0,-799.0,4,0.7
ID-2012-LS1723097-41198,FUR-BO-5769,LS-1723097,293,243.0,-27.0,2,0.2
MX-2014-TS2161093-41753,TEC-AC-5218,TS-2161093,1126,98.0,1.0,5,0.0
MX-2012-MB1808582-41262,TEC-CO-6007,MB-1808582,320,78.0,17.0,1,0.0
ID-2012-MK18160118-41213,OFF-AP-4954,MK-18160118,789,142.0,-25.0,4,0.5
MX-2015-TT2146093-42111,FUR-CH-4524,TT-2146093,207,144.0,5.0,3,0.0
MX-2015-BS1136531-42342,TEC-CO-4574,BS-1136531,506,256.0,45.0,2,0.0
ES-2014-AB1060045-41713,OFF-BI-3258,AB-1060045,1135,344.0,148.0,7,0.0
US-2015-CD12280140-42327,OFF-ST-4245,CD-122801404,71,95.0,9.0,3,0.0
CA-2015-CD12280140-42314,FUR-TA-3333,CD-122801406,113,166.0,-66.0,2,0.4
MX-2015-MB1808582-42102,TEC-PH-5271,MB-1808582,1058,262.0,5.0,3,0.0
US-2015-CD12280140-42327,OFF-ST-4088,CD-122801404,71,169.0,45.0,6,0.0
IN-2012-NP186707-41209,TEC-CO-5990,NP-186707,70,475.0,85.0,2,0.0
ID-2012-PB1921059-41040,FUR-BO-3636,PB-1921059,585,481.0,-5.0,3,0.07
CA-2015-CD12280140-42314,OFF-BI-4358,CD-122801406,113,164.0,55.0,6,0.2
CA-2015-CD12280140-42314,TEC-PH-3122,CD-122801406,113,99.0,3.0,2,0.0
US-2015-CD12280140-42327,OFF-BI-6367,CD-122801404,71,8.0,2.0,2,0.2
IN-2014-KD1661527-41863,TEC-CO-4785,KD-1661527,579,495.0,54.0,4,0.0
IN-2015-PH1879058-42173,FUR-CH-4563,PH-1879058,459,180.0,5.0,1,0.0
MX-2012-SC2005028-41177,TEC-PH-3148,SC-2005028,818,424.0,12.0,1,0.0
MX-2015-HK1489018-42326,FUR-FU-4040,HK-1489018,488,200.0,62.0,6,0.0
IT-2015-BF1100548-42311,TEC-AC-5866,BF-1100548,288,165.0,-112.0,4,0.5
US-2015-CD12280140-42327,OFF-FA-3472,CD-122801404,71,2.0,1.0,2,0.0
MX-2012-FW1439539-41090,OFF-AR-3451,FW-1439539,779,138.0,56.0,11,0.0
ID-2014-GM14500144-41891,FUR-FU-5738,GM-14500144,367,73.0,-15.0,2,0.27
IR-2014-HA490560-41808,TEC-PH-5359,HA-490560,337,123.0,3.0,1,0.0
ES-2013-MC1763545-41438,TEC-PH-5260,MC-1763545,77,372.0,74.0,6,0.15
CA-2015-CD12280140-42314,OFF-BI-3306,CD-122801406,113,11.0,3.0,1,0.2
IN-2015-SV203657-42282,TEC-PH-5829,SV-203657,1271,367.0,0.0,6,0.1
ID-2013-BM1114059-41513,TEC-MA-6140,BM-1114059,390,498.0,-66.0,2,0.17
IN-2012-Dp1324027-41223,TEC-CO-3685,Dp-1324027,339,382.0,57.0,2,0.0
ES-2015-FG1426045-42153,OFF-AR-5913,FG-1426045,277,113.0,40.0,6,0.0
MX-2012-OT1873093-41173,FUR-TA-5073,OT-1873093,225,496.0,124.0,2,0.2
MX-2015-JK1564055-42174,OFF-ST-6065,JK-1564055,795,174.0,11.0,9,0.4
TU-2014-BP1185134-41822,TEC-PH-3144,BP-1185134,927,220.0,-303.0,4,0.6
UZ-2015-JH5985142-42185,TEC-MA-5013,JH-5985142,769,172.0,34.0,2,0.0
IT-2012-MG1787548-41063,TEC-AC-3402,MG-1787548,702,388.0,-357.0,3,0.5
IN-2014-VG2180527-41996,TEC-MA-5538,VG-2180527,279,100.0,0.0,2,0.0
ES-2014-JS1588096-41777,OFF-AR-3476,JS-1588096,1143,206.0,35.0,4,0.0
IN-2014-MF1766566-41949,OFF-SU-4136,MF-1766566,738,83.0,19.0,2,0.0
IN-2015-PB1880558-42314,TEC-MA-5499,PB-1880558,113,348.0,142.0,2,0.0
US-2014-MH1745518-41912,FUR-BO-3641,MH-1745518,174,682.0,-989.0,7,0.6
ES-2015-EM14200139-42283,FUR-BO-3628,EM-14200139,407,246.0,34.0,2,0.0
ES-2015-KL1664548-42179,TEC-PH-3145,KL-1664548,256,546.0,54.0,4,0.0
MX-2015-BP1115539-42318,TEC-CO-4581,BP-1115539,972,488.0,43.0,5,0.0
CM-2012-AG27022-41185,TEC-CO-3680,AG-27022,899,520.0,93.0,2,0.0
IN-2013-AA1048059-41552,OFF-ST-6033,AA-1048059,527,427.0,20.0,4,0.17
ES-2014-NP1870045-42004,OFF-AR-3483,NP-1870045,269,142.0,11.0,8,0.0
IN-2015-NZ1856558-42137,TEC-MA-5499,NZ-1856558,374,871.0,357.0,5,0.0
CA-2015-CD12280140-42314,FUR-FU-3743,CD-122801406,113,101.0,38.0,5,0.0
RS-2012-MM8055108-41161,FUR-BO-3905,MM-8055108,1168,121.0,53.0,1,0.0
CA-2015-CD12280140-42314,OFF-PA-6564,CD-122801406,113,12.0,6.0,2,0.0
MX-2012-PS1904539-41193,OFF-AR-3469,PS-1904539,1085,163.0,55.0,5,0.0
SA-2014-CM1830110-41885,TEC-CO-4774,CM-1830110,86,599.0,0.0,2,0.0
MX-2012-SS2014082-41178,TEC-CO-6012,SS-2014082,510,473.0,188.0,2,0.0
IT-2015-RB1933062-42050,FUR-CH-5806,RB-1933062,1250,248.0,-69.0,3,0.5
ES-2015-SR20740139-42018,TEC-CO-3607,SR-20740139,34,428.0,42.0,3,0.0
ID-2015-TP21130130-42221,FUR-BO-5747,TP-21130130,51,321.0,-132.0,3,0.37
MX-2012-CR1282051-41070,OFF-AP-3879,CR-1282051,211,344.0,168.0,10,0.0
MX-2014-TS21370101-41984,TEC-AC-4173,TS-21370101,106,133.0,15.0,8,0.4
IN-2015-JM156557-42154,FUR-BO-5952,JM-156557,1148,396.0,149.0,3,0.1
ES-2012-KA1652548-40981,OFF-SU-4305,KA-1652548,24,193.0,61.0,6,0.0
MX-2013-MO1750018-41585,OFF-ST-5693,MO-1750018,327,378.0,151.0,4,0.0
US-2012-MJ1774055-41025,TEC-MA-5014,MJ-1774055,198,214.0,-142.0,4,0.7
MX-2014-RB1946531-41949,TEC-AC-5226,RB-1946531,738,492.0,4.0,3,0.0
ES-2015-MH1802545-42111,TEC-CO-3605,MH-1802545,207,605.0,-92.0,5,0.15
US-2015-CS1249055-42174,TEC-PH-3806,CS-1249055,795,522.0,-52.0,2,0.4
IN-2015-EH1418588-42098,FUR-TA-5069,EH-1418588,1231,458.0,-511.0,4,0.57
US-2012-CV12295140-40995,FUR-TA-4625,CV-122951402,1261,1184.0,106.0,4,0.0
US-2015-CV12295140-42089,TEC-CO-4583,CV-122951404,220,479.0,59.0,2,0.2
US-2013-SV2036555-41340,TEC-PH-5824,SV-2036555,595,152.0,-30.0,5,0.4
ES-2014-AB1016548-41710,FUR-BO-5748,AB-1016548,741,1063.0,224.0,7,0.1
US-2015-CV12295140-42089,TEC-PH-3826,CV-122951404,220,211.0,15.0,4,0.2
ID-2013-DK1283597-41438,OFF-ST-4081,DK-1283597,77,295.0,-41.0,3,0.5
MX-2015-HA1492051-42339,OFF-EN-4444,HA-1492051,619,245.0,98.0,9,0.0
MX-2013-CC1243082-41444,OFF-ST-5703,CC-1243082,88,280.0,50.0,2,0.0
MX-2014-CK1259528-41857,TEC-PH-3128,CK-1259528,638,448.0,49.0,4,0.0
IN-2014-DC1328597-41919,FUR-CH-4703,DC-1328597,1016,392.0,127.0,3,0.2
IN-2014-PL1892527-41969,FUR-CH-5773,PL-1892527,932,1391.0,97.0,3,0.0
US-2015-CV12295140-42089,OFF-AP-2933,CV-122951404,220,176.0,45.0,4,0.0
ES-2014-CW11905139-41909,OFF-ST-6274,CW-11905139,172,328.0,81.0,6,0.0
NI-2015-DR288095-42081,TEC-CO-3685,DR-288095,107,229.0,-176.0,4,0.7
ES-2013-JE15715139-41371,OFF-ST-4079,JE-15715139,1205,396.0,194.0,2,0.0
TO-2013-LS7245131-41467,FUR-FU-5737,LS-7245131,959,97.0,4.0,2,0.0
ID-2015-SW202757-42216,TEC-PH-3802,SW-202757,14,455.0,-45.0,5,0.4
IN-2015-CV1229588-42330,OFF-AP-4736,CV-1229588,146,2183.0,447.0,5,0.17
ID-2012-DB1336059-41178,OFF-AP-3867,DB-1336059,510,688.0,-116.0,3,0.17
ES-2015-RC1982545-42007,FUR-FU-6237,RC-1982545,57,402.0,152.0,8,0.0
IN-2014-SG2047058-41986,FUR-CH-4633,SG-2047058,946,288.0,127.0,5,0.0
ID-2015-SP208607-42315,FUR-TA-3413,SP-208607,104,224.0,-64.0,1,0.3
IN-2012-BF11080130-41187,TEC-MA-5512,BF-11080130,199,443.0,53.0,2,0.17
US-2015-CV12295140-42089,OFF-BI-3245,CV-122951404,220,185.0,62.0,4,0.2
ES-2015-CS12490139-42026,OFF-PA-3990,CS-12490139,1163,184.0,84.0,6,0.0
ES-2013-TP2156545-41598,FUR-CH-5750,TP-2156545,697,280.0,24.0,6,0.1
CA-2012-CV12295140-41153,TEC-AC-5144,CV-122951402,389,239.0,53.0,3,0.2
IN-2014-CM123857-41976,TEC-CO-3601,CM-123857,181,392.0,148.0,3,0.1
CA-2014-CV12295140-41887,FUR-FU-4763,CV-122951406,117,63.0,24.0,1,0.0
US-2015-CV12295140-42089,OFF-FA-6129,CV-122951404,220,16.0,4.0,9,0.0
CA-2015-CV12295140-42115,OFF-BI-5637,CV-122951402,242,146.0,70.0,7,0.0
IN-2012-SB2017027-41208,OFF-ST-6246,SB-2017027,235,532.0,245.0,4,0.0
MX-2012-PM1894031-41208,FUR-FU-3024,PM-1894031,235,171.0,82.0,5,0.0
CA-2014-CV12295140-41887,OFF-BI-5614,CV-122951406,117,60.0,20.0,5,0.2
BU-2012-EH394519-41265,TEC-PH-5356,EH-394519,706,638.0,229.0,1,0.0
IN-2015-TN2104092-42347,TEC-PH-5265,TN-2104092,119,286.0,137.0,2,0.0
MX-2013-LS1697582-41402,TEC-PH-3786,LS-1697582,667,607.0,103.0,5,0.0
ES-2014-EH1418548-41720,TEC-AC-5102,EH-1418548,1025,245.0,73.0,8,0.0
IN-2014-HZ1495059-41815,OFF-AP-4510,HZ-1495059,152,190.0,59.0,4,0.17
ID-2012-SD20485102-41184,OFF-SU-2994,SD-20485102,857,82.0,-15.0,3,0.45
SF-2015-CS2355117-42314,FUR-BO-4850,CS-2355117,113,413.0,8.0,1,0.0
IN-2014-SC2002058-41851,TEC-AC-3390,SC-2002058,1092,814.0,170.0,7,0.0
IN-2014-AA1031558-42004,FUR-BO-3647,AA-1031558,269,499.0,179.0,4,0.0
MX-2013-JK1532582-41528,FUR-CH-5449,JK-1532582,1323,305.0,11.0,4,0.2
ES-2013-DH1307545-41527,FUR-CH-4632,DH-1307545,480,449.0,19.0,9,0.1
IN-2015-DK130907-42361,FUR-BO-4863,DK-130907,729,363.0,10.0,1,0.0
IN-2014-EA140357-41807,FUR-CH-5413,EA-140357,287,296.0,49.0,2,0.1
IN-2014-PF1916566-41726,FUR-CH-4564,PF-1916566,1272,364.0,123.0,2,0.0
MX-2015-KC1625518-42083,FUR-BO-3635,KC-1625518,953,463.0,120.0,4,0.0
IR-2014-RP939060-41853,FUR-CH-5805,RP-939060,169,340.0,163.0,2,0.0
CA-2015-CV12295140-42115,OFF-BI-3728,CV-122951402,242,36.0,18.0,4,0.0
ID-2014-TT2122088-41999,OFF-ST-5707,TT-2122088,94,309.0,100.0,6,0.17
IT-2012-AG1067591-41157,TEC-AC-5866,AG-1067591,786,331.0,-225.0,8,0.5
IN-2012-JP1613527-41249,FUR-BO-3646,JP-1613527,341,370.0,103.0,3,0.0
GH-2013-AB25549-41532,TEC-CO-3710,AB-25549,635,378.0,185.0,1,0.0
NG-2015-EC405094-42140,OFF-ST-6033,EC-405094,67,128.0,9.0,1,0.0
MO-2014-GM469586-41990,TEC-MA-5517,GM-469586,532,245.0,66.0,2,0.0
ES-2015-ME1732064-42253,FUR-CH-4563,ME-1732064,494,216.0,-135.0,3,0.6
BK-2015-PG882017-42047,TEC-CO-3588,PG-882017,360,262.0,28.0,1,0.0
MX-2015-DK1298518-42217,OFF-PA-3992,DK-1298518,659,123.0,18.0,7,0.0
RS-2015-HA4920108-42279,FUR-BO-3637,HA-4920108,349,171.0,30.0,1,0.0
MX-2014-CC1261082-41818,OFF-AR-3475,CC-1261082,6,171.0,42.0,5,0.0
ES-2015-JH1582045-42256,FUR-FU-5730,JH-1582045,687,108.0,40.0,1,0.0
IN-2013-MY1738092-41583,OFF-AR-3527,MY-1738092,567,197.0,0.0,6,0.4
IN-2015-RH1951058-42133,FUR-FU-3928,RH-1951058,352,251.0,17.0,5,0.0
MX-2015-AB1001593-42019,TEC-AC-3389,AB-1001593,888,225.0,58.0,3,0.0
IN-2013-JP161357-41542,TEC-AC-5123,JP-161357,996,94.0,33.0,1,0.1
IT-2015-MW18235124-42175,TEC-PH-5844,MW-18235124,246,249.0,-129.0,4,0.5
US-2012-CV12295140-40995,OFF-EN-5619,CV-122951402,1261,6.0,2.0,3,0.0
IT-2015-CS1184545-42250,FUR-CH-4631,CS-1184545,562,334.0,-22.0,7,0.1
ID-2014-CK12325130-41920,FUR-BO-5761,CK-12325130,1074,555.0,-229.0,2,0.37
ES-2014-JW1522045-41767,TEC-CO-3589,JW-1522045,1043,445.0,-73.0,2,0.15
ES-2015-LR1691564-42034,TEC-AC-5137,LR-1691564,313,495.0,59.0,2,0.0
MX-2012-DK1337536-41241,TEC-AC-5206,DK-1337536,569,163.0,12.0,3,0.2
MX-2012-VM2183551-41185,TEC-AC-5123,VM-2183551,899,279.0,25.0,4,0.0
ES-2015-KW1643548-42101,OFF-ST-4282,KW-1643548,168,260.0,78.0,5,0.1
MX-2015-LC1693018-42316,TEC-CO-4580,LC-1693018,182,394.0,113.0,4,0.0
US-2015-LL168405-42208,FUR-TA-4636,LL-168405,538,126.0,-269.0,2,0.7
CA-2014-CV12295140-41887,OFF-SU-2982,CV-122951406,117,22.0,6.0,4,0.0
MX-2015-TB2135582-42179,FUR-CH-5395,TB-2135582,256,481.0,84.0,7,0.2
CA-2015-CA12310140-42356,OFF-ST-4839,CA-123101404,45,481.0,125.0,4,0.0
IZ-2014-FC424561-41786,TEC-AC-5136,FC-424561,679,248.0,89.0,1,0.0
IT-2012-NF1838564-41178,OFF-ST-4055,NF-1838564,510,304.0,-193.0,4,0.4
US-2012-CA12310140-41108,TEC-PH-5626,CA-123101406,175,359.0,93.0,2,0.0
IN-2015-BT1153027-42312,TEC-AC-5220,BT-1153027,479,317.0,88.0,7,0.0
ID-2015-SG208907-42035,FUR-BO-3639,SG-208907,17,654.0,-14.0,2,0.1
ET-2015-AT43543-42157,TEC-MA-5575,AT-43543,173,121.0,53.0,1,0.0
EG-2015-DK283538-42262,TEC-AC-5200,DK-283538,704,138.0,2.0,2,0.0
BO-2013-DJ363013-41361,OFF-AP-4720,DJ-363013,482,194.0,71.0,2,0.0
CG-2015-RD972033-42080,FUR-FU-5725,RD-972033,136,163.0,21.0,4,0.0
US-2015-MS177705-42194,TEC-CO-3588,MS-177705,133,313.0,-111.0,3,0.4
MO-2015-JK537086-42225,OFF-AP-3871,JK-537086,1034,494.0,113.0,1,0.0
US-2014-CA12310140-41642,TEC-PH-3163,CA-123101402,1014,180.0,13.0,5,0.2
IN-2012-LP170807-41047,OFF-SU-4995,LP-170807,616,68.0,2.0,2,0.1
IN-2014-SV2081558-41968,OFF-EN-3105,SV-2081558,109,189.0,85.0,7,0.0
US-2014-CA12310140-41642,TEC-AC-6351,CA-123101402,1014,165.0,-6.0,3,0.2
US-2015-CA12310140-42348,OFF-EN-5668,CA-123101406,530,57.0,21.0,3,0.2
ES-2013-TW2102545-41572,TEC-MA-4195,TW-2102545,120,286.0,40.0,2,0.15
IZ-2013-MC813061-41614,TEC-CO-6009,MC-813061,116,357.0,117.0,1,0.0
US-2012-KT1646518-41017,FUR-BO-3895,KT-1646518,833,230.0,-224.0,7,0.6
US-2012-CA12310140-41108,FUR-TA-3335,CA-123101406,175,70.0,-4.0,1,0.3
ES-2013-DP1300064-41611,FUR-TA-5058,DP-1300064,371,859.0,-790.0,2,0.5
IT-2015-KB1631564-42301,OFF-ST-6048,KB-1631564,154,238.0,19.0,2,0.4
IT-2012-KB1658564-41086,TEC-PH-5248,KB-1658564,1273,520.0,-95.0,5,0.4
CM-2013-BP123022-41621,TEC-CO-3682,BP-123022,39,192.0,46.0,1,0.0
ES-2015-DN13690120-42215,FUR-FU-6236,DN-13690120,693,301.0,75.0,6,0.0
IT-2015-EB1387064-42352,FUR-BO-3895,EB-1387064,1197,493.0,54.0,4,0.0
IN-2013-LS1720058-41286,FUR-CH-4630,LS-1720058,564,116.0,58.0,2,0.0
ES-2013-RW19630120-41384,TEC-CO-4784,RW-19630120,699,377.0,82.0,3,0.0
IN-2013-TT2107058-41551,OFF-AR-3526,TT-2107058,217,269.0,51.0,5,0.0
ES-2014-BD117708-41896,OFF-AR-3476,BD-117708,273,258.0,43.0,5,0.0
IT-2015-DK1322564-42343,OFF-ST-4260,DK-1322564,18,245.0,-77.0,3,0.4
LY-2013-EB370574-41409,OFF-ST-4258,EB-370574,668,137.0,17.0,1,0.0
RO-2015-EM4095107-42103,FUR-CH-4522,EM-4095107,126,74.0,28.0,1,0.0
