Order_ID,Ship_Date,Ship_Mode,Delivery_Days,Shipping_Cost,Shipping_Cost_Category,Ship_Year,Ship_Month,Ship_Day
CA-2012-CT11995140-41262,2012-12-21,First Class,2,54.0,High,2012,12,21
MX-2013-ML1741039-41574,2013-10-29,First Class,2,37.0,High,2013,10,29
CA-2012-CT11995140-41262,2012-12-21,First Class,2,31.0,High,2012,12,21
MX-2015-TH2155018-42248,2015-09-06,Standard Class,5,37.0,High,2015,9,6
ID-2014-GZ144707-41978,2014-12-09,Standard Class,4,37.0,High,2014,12,9
IN-2013-JF1549058-41559,2013-10-14,Second Class,2,37.0,High,2013,10,14
MX-2014-KC1667518-41823,2014-07-06,First Class,3,37.0,High,2014,7,6
US-2014-RD1990082-41787,2014-05-28,Same Day,0,37.0,High,2014,5,28
AG-2014-SK99903-41881,2014-09-02,Second Class,3,37.0,High,2014,9,2
TU-2012-LR6915134-41233,2012-11-20,Same Day,0,37.0,High,2012,11,20
CA-2015-CT11995140-42273,2015-09-30,Standard Class,4,22.0,High,2015,9,30
ES-2013-SN2071045-41544,2013-10-03,Standard Class,6,37.0,High,2013,10,3
CA-2012-CT11995140-41035,2012-05-11,Standard Class,5,21.0,High,2012,5,11
MO-2013-JW607586-41543,2013-09-30,Second Class,4,37.0,High,2013,9,30
IN-2015-HA149207-42208,2015-07-27,Standard Class,4,37.0,High,2015,7,27
SA-2015-KH6630110-42043,2015-02-09,First Class,1,37.0,High,2015,2,9
IR-2014-LL684060-41834,2014-07-20,Standard Class,6,37.0,High,2014,7,20
CA-2015-CT11995140-42185,2015-07-07,Standard Class,7,14.0,Medium,2015,7,7
CA-2012-CT11995140-41262,2012-12-21,First Class,2,13.0,Medium,2012,12,21
CA-2012-CT11995140-41262,2012-12-21,First Class,2,9.0,Medium,2012,12,21
MX-2015-SF2096528-42113,2015-04-22,First Class,3,37.0,High,2015,4,22
CG-2015-DJ342033-42255,2015-09-11,First Class,3,37.0,High,2015,9,11
UP-2012-JS5880137-41242,2012-12-04,Standard Class,5,37.0,High,2012,12,4
IR-2014-SP1065060-41884,2014-09-07,Standard Class,5,37.0,High,2014,9,7
MX-2015-DJ1351018-42250,2015-09-07,Standard Class,4,37.0,High,2015,9,7
MX-2015-TS2120537-42250,2015-09-07,Standard Class,4,37.0,High,2015,9,7
US-2014-CT11995140-41865,2014-08-20,Standard Class,6,5.0,Medium,2014,8,20
ES-2015-AR1082564-42164,2015-06-12,Second Class,3,37.0,High,2015,6,12
IT-2015-MC1763545-42049,2015-02-18,Standard Class,4,37.0,High,2015,2,18
IN-2014-PS19045144-41789,2014-06-03,Second Class,4,37.0,High,2014,6,3
IN-2013-BE1141078-41342,2013-03-13,Standard Class,4,37.0,High,2013,3,13
IN-2013-EP1391597-41380,2013-04-20,Standard Class,4,37.0,High,2013,4,20
IT-2014-HF14995139-41952,2014-11-16,Standard Class,7,37.0,High,2014,11,16
US-2014-CT11995140-41865,2014-08-20,Standard Class,6,5.0,Medium,2014,8,20
MX-2014-NC1862593-41955,2014-11-14,Second Class,2,37.0,High,2014,11,14
ID-2013-JL1585092-41317,2013-02-12,Same Day,0,37.0,High,2013,2,12
RO-2015-TT11460107-42327,2015-11-23,Standard Class,4,37.0,High,2015,11,23
MX-2014-BT1130526-41964,2014-11-26,Standard Class,5,37.0,High,2014,11,26
IN-2015-JK1562559-42026,2015-01-22,Same Day,0,37.0,High,2015,1,22
MX-2014-LW1682518-41719,2014-03-26,Standard Class,5,37.0,High,2014,3,26
ES-2014-RA1991534-41842,2014-07-26,Standard Class,4,37.0,High,2014,7,26
MX-2013-TH2123536-41581,2013-11-05,Second Class,2,37.0,High,2013,11,5
ES-2013-DL1333048-41529,2013-09-16,Standard Class,4,37.0,High,2013,9,16
ID-2014-SC20680144-41680,2014-02-16,Standard Class,6,37.0,High,2014,2,16
IT-2015-KL1664545-42024,2015-01-26,Standard Class,6,37.0,High,2015,1,26
CA-2013-CT11995140-41532,2013-09-17,Second Class,2,3.0,Low,2013,9,17
IT-2015-VM2183548-42258,2015-09-16,Standard Class,5,37.0,High,2015,9,16
CA-2012-CT11995140-41035,2012-05-11,Standard Class,5,2.0,Low,2012,5,11
IN-2015-DB1361558-42224,2015-08-08,Same Day,0,37.0,High,2015,8,8
IT-2013-PP1895545-41377,2013-04-15,Second Class,2,37.0,High,2013,4,15
IT-2015-TH2110045-42218,2015-08-06,Standard Class,4,37.0,High,2015,8,6
CA-2015-CT11995140-42160,2015-06-11,Standard Class,6,1.0,Low,2015,6,11
IT-2014-JW1522064-41727,2014-04-03,Standard Class,5,37.0,High,2014,4,3
IN-2013-KD1634558-41452,2013-07-02,Standard Class,5,37.0,High,2013,7,2
ES-2013-PH1879045-41572,2013-10-25,Same Day,0,37.0,High,2013,10,25
IN-2014-Dp1324027-41907,2014-10-02,Standard Class,7,37.0,High,2014,10,2
CA-2013-CT11995140-41532,2013-09-17,Second Class,2,1.0,Low,2013,9,17
NI-2014-AH1003095-41664,2014-01-30,Standard Class,5,37.0,High,2014,1,30
CA-2012-CT11995140-41262,2012-12-21,First Class,2,1.0,Low,2012,12,21
BU-2015-BD162019-42225,2015-08-12,First Class,3,37.0,High,2015,8,12
CA-2012-CT11995140-41035,2012-05-11,Standard Class,5,1.0,Low,2012,5,11
IT-2014-MV1748545-41717,2014-03-19,Same Day,0,37.0,High,2014,3,19
ES-2014-RD1966064-41643,2014-01-06,Second Class,2,37.0,High,2014,1,6
IN-2014-TB211907-41906,2014-09-30,Standard Class,6,37.0,High,2014,9,30
MX-2013-TZ2144551-41632,2013-12-30,Standard Class,6,37.0,High,2013,12,30
IN-2015-AA103751-42195,2015-07-15,Second Class,5,37.0,High,2015,7,15
EZ-2015-CH207032-42063,2015-03-04,Standard Class,4,37.0,High,2015,3,4
CA-2015-CT11995140-42273,2015-09-30,Standard Class,4,1.0,Low,2015,9,30
ES-2015-MS17770139-42275,2015-10-01,First Class,3,37.0,High,2015,10,1
IN-2014-CL1256527-42000,2014-12-27,Same Day,0,37.0,High,2014,12,27
ID-2012-VG2180559-41237,2012-11-28,Standard Class,4,37.0,High,2012,11,28
ID-2015-KM162257-42018,2015-01-18,Standard Class,4,37.0,High,2015,1,18
ES-2012-PR1888048-41214,2012-11-07,Standard Class,6,37.0,High,2012,11,7
MX-2015-JR1567093-42126,2015-05-07,Second Class,5,37.0,High,2015,5,7
ES-2013-RF1984048-41485,2013-08-03,Standard Class,4,37.0,High,2013,8,3
IT-2015-CS1246048-42054,2015-02-23,Standard Class,4,37.0,High,2015,2,23
CA-2014-CJ12010140-41767,2014-05-12,Standard Class,4,286.0,High,2014,5,12
MX-2012-MF1766593-41223,2012-11-15,Standard Class,5,37.0,High,2012,11,15
IT-2015-DW13540120-42336,2015-12-03,Standard Class,5,37.0,High,2015,12,3
MX-2015-RB1957026-42271,2015-09-27,First Class,3,37.0,High,2015,9,27
PL-2012-BD1560103-41254,2012-12-15,Standard Class,4,37.0,High,2012,12,15
IN-2014-VB2174597-41663,2014-01-29,Standard Class,5,37.0,High,2014,1,29
IN-2013-BN1147058-41453,2013-06-28,Same Day,0,37.0,High,2013,6,28
ID-2014-CV1280559-41805,2014-06-18,First Class,3,37.0,High,2014,6,18
CA-2015-CJ12010140-42126,2015-05-07,Standard Class,5,246.0,High,2015,5,7
CA-2015-CJ12010140-42091,2015-04-02,Standard Class,5,155.0,High,2015,4,2
MX-2014-RM1937539-41725,2014-03-30,Second Class,3,37.0,High,2014,3,30
CA-2015-CJ12010140-42126,2015-05-07,Standard Class,5,49.0,High,2015,5,7
EG-2013-BH171038-41635,2014-01-01,Standard Class,5,37.0,High,2014,1,1
IT-2014-VD21670139-41999,2014-12-28,Second Class,2,37.0,High,2014,12,28
MX-2013-BK1126039-41454,2013-07-06,Standard Class,7,37.0,High,2013,7,6
MX-2014-BD1172551-41933,2014-10-26,Standard Class,5,37.0,High,2014,10,26
IN-2014-EM139607-41895,2014-09-18,Standard Class,5,37.0,High,2014,9,18
EG-2015-EH418538-42161,2015-06-09,First Class,3,37.0,High,2015,6,9
ES-2015-KA1652545-42084,2015-03-24,Second Class,3,37.0,High,2015,3,24
MX-2014-CS1240031-41863,2014-08-17,Standard Class,5,37.0,High,2014,8,17
MX-2015-MY1829531-42066,2015-03-07,Standard Class,4,37.0,High,2015,3,7
JO-2012-EG390067-41269,2012-12-28,Second Class,2,37.0,High,2012,12,28
ES-2013-MP17965120-41591,2013-11-19,Standard Class,6,37.0,High,2013,11,19
MX-2015-CL1189031-42325,2015-11-21,Second Class,4,37.0,High,2015,11,21
ID-2014-BK112607-41787,2014-05-30,Second Class,2,37.0,High,2014,5,30
MX-2013-CK1220528-41576,2013-11-03,Standard Class,5,37.0,High,2013,11,3
MX-2012-SC2069518-41081,2012-06-25,Standard Class,4,37.0,High,2012,6,25
ES-2014-BS1180045-41831,2014-07-11,Same Day,0,37.0,High,2014,7,11
CA-2015-CJ12010140-42091,2015-04-02,Standard Class,5,43.0,High,2015,4,2
ES-2014-AS1013545-41742,2014-04-15,Second Class,2,37.0,High,2014,4,15
IN-2014-ML1804027-41856,2014-08-06,First Class,1,37.0,High,2014,8,6
TU-2014-TT11265134-41830,2014-07-14,Standard Class,4,37.0,High,2014,7,14
MX-2013-RB1936082-41552,2013-10-08,First Class,3,37.0,High,2013,10,8
MX-2014-TB2117531-41814,2014-06-26,Second Class,2,37.0,High,2014,6,26
IN-2012-AS1028527-41034,2012-05-11,Standard Class,6,37.0,High,2012,5,11
ID-2014-JF15490130-41767,2014-05-11,First Class,3,37.0,High,2014,5,11
ID-2012-DK1309059-41261,2012-12-22,Standard Class,4,37.0,High,2012,12,22
US-2015-JC1538536-42361,2015-12-29,Standard Class,6,37.0,High,2015,12,29
EG-2014-EJ415538-41821,2014-07-07,Standard Class,6,37.0,High,2014,7,7
ID-2012-IG15085102-41023,2012-04-30,Standard Class,6,37.0,High,2012,4,30
IR-2012-RE945060-41212,2012-11-03,Second Class,4,37.0,High,2012,11,3
IN-2014-AO108107-41721,2014-03-27,Standard Class,4,37.0,High,2014,3,27
TZ-2012-CM1815129-41213,2012-11-02,Second Class,2,37.0,High,2012,11,2
AO-2015-GM45004-42265,2015-09-24,Standard Class,6,37.0,High,2015,9,24
ES-2015-MM18055139-42354,2015-12-21,Standard Class,5,37.0,High,2015,12,21
IN-2012-WB2185027-41153,2012-09-05,Standard Class,4,37.0,High,2012,9,5
MX-2014-RL1961539-41762,2014-05-07,Standard Class,4,37.0,High,2014,5,7
US-2013-DF131355-41619,2013-12-13,Second Class,2,37.0,High,2013,12,13
ID-2013-BP112307-41579,2013-11-06,Standard Class,5,37.0,High,2013,11,6
CA-2014-CJ12010140-41767,2014-05-12,Standard Class,4,36.0,High,2014,5,12
MX-2015-HG1484536-42070,2015-03-09,Second Class,2,37.0,High,2015,3,9
CA-2015-CJ12010140-42091,2015-04-02,Standard Class,5,22.0,High,2015,4,2
CA-2014-CJ12010140-41767,2014-05-12,Standard Class,4,17.0,High,2014,5,12
ES-2012-SM2000545-41170,2012-09-22,Standard Class,4,37.0,High,2012,9,22
MX-2013-LO1717028-41621,2013-12-13,Same Day,0,37.0,High,2013,12,13
ES-2013-LW1712548-41483,2013-07-30,First Class,2,37.0,High,2013,7,30
US-2014-CJ12010140-41977,2014-12-09,Standard Class,5,13.0,Medium,2014,12,9
US-2014-LH1690082-41670,2014-02-02,Second Class,2,37.0,High,2014,2,2
MX-2015-LS1720080-42294,2015-10-20,First Class,3,37.0,High,2015,10,20
BU-2015-BD162019-42225,2015-08-12,First Class,3,37.0,High,2015,8,12
ES-2015-KM1672048-42027,2015-01-24,First Class,1,37.0,High,2015,1,24
IT-2015-TC2129548-42115,2015-04-25,Standard Class,4,37.0,High,2015,4,25
US-2014-CJ12010140-41709,2014-03-17,Standard Class,6,10.0,Medium,2014,3,17
CA-2015-CJ12010140-42180,2015-06-29,Standard Class,4,7.0,Medium,2015,6,29
US-2014-CD1192098-41753,2014-04-27,First Class,3,37.0,High,2014,4,27
IN-2014-DP131657-41780,2014-05-23,Second Class,2,37.0,High,2014,5,23
ES-2015-VM2183548-42055,2015-02-23,First Class,3,37.0,High,2015,2,23
MX-2014-AB1010582-41949,2014-11-08,First Class,2,37.0,High,2014,11,8
IN-2015-NH1861088-42262,2015-09-17,First Class,2,37.0,High,2015,9,17
MX-2013-CP1234039-41427,2013-06-07,Standard Class,5,37.0,High,2013,6,7
MX-2015-SF2020039-42164,2015-06-15,Standard Class,6,37.0,High,2015,6,15
ES-2014-PJ1883564-41693,2014-02-26,First Class,3,37.0,High,2014,2,26
SF-2015-RB9330117-42081,2015-03-21,Second Class,3,37.0,High,2015,3,21
ES-2014-CJ1201045-41853,2014-08-02,Same Day,0,37.0,High,2014,8,2
ES-2012-DB1361545-41107,2012-07-23,Standard Class,6,37.0,High,2012,7,23
ID-2012-LM17065102-40960,2012-02-21,Same Day,0,37.0,High,2012,2,21
IN-2015-HD1478527-42327,2015-11-24,Standard Class,5,37.0,High,2015,11,24
ES-2012-JD16015120-41077,2012-06-24,Standard Class,7,37.0,High,2012,6,24
IT-2015-ML1741048-42204,2015-07-23,Standard Class,4,37.0,High,2015,7,23
MX-2014-DW1354082-41660,2014-01-25,Second Class,4,37.0,High,2014,1,25
ID-2015-CM118157-42292,2015-10-20,Standard Class,5,37.0,High,2015,10,20
MX-2014-LH1702093-41994,2014-12-23,First Class,2,37.0,High,2014,12,23
MX-2014-EL1373536-41817,2014-07-04,Standard Class,7,37.0,High,2014,7,4
MX-2015-MM1792018-42140,2015-05-18,First Class,2,37.0,High,2015,5,18
ES-2012-CT1199514-41027,2012-04-30,First Class,2,37.0,High,2012,4,30
MX-2014-MC1759051-41657,2014-01-18,Same Day,0,37.0,High,2014,1,18
TU-2014-MG7680134-41906,2014-09-29,Second Class,5,37.0,High,2014,9,29
US-2012-IG1508536-41115,2012-07-27,Second Class,2,37.0,High,2012,7,27
CA-2015-CJ12010140-42091,2015-04-02,Standard Class,5,7.0,Medium,2015,4,2
ID-2012-BN1147078-41242,2012-12-02,First Class,3,37.0,High,2012,12,2
IN-2014-VP2176066-41892,2014-09-16,Standard Class,6,37.0,High,2014,9,16
UP-2015-AR510137-42106,2015-04-16,Standard Class,4,36.0,High,2015,4,16
ES-2013-DS1303045-41495,2013-08-13,Standard Class,4,36.0,High,2013,8,13
IN-2013-CC126707-41403,2013-05-13,Standard Class,4,36.0,High,2013,5,13
IN-2015-NZ1856511-42096,2015-04-07,Standard Class,5,36.0,High,2015,4,7
ES-2015-SW20755139-42354,2015-12-20,Standard Class,4,36.0,High,2015,12,20
ID-2015-SV209357-42172,2015-06-22,Standard Class,5,36.0,High,2015,6,22
SG-2014-SF10965111-41721,2014-03-26,Second Class,3,36.0,High,2014,3,26
ES-2013-DL1333048-41529,2013-09-16,Standard Class,4,36.0,High,2013,9,16
CA-2013-CJ201023-41472,2013-07-21,Standard Class,4,6.0,Medium,2013,7,21
IV-2014-MH802529-41709,2014-03-14,Second Class,3,36.0,High,2014,3,14
MX-2014-JH1582039-41927,2014-10-21,Standard Class,6,36.0,High,2014,10,21
TU-2013-RM9375134-41485,2013-08-02,First Class,3,36.0,High,2013,8,2
MX-2015-RB1933082-42294,2015-10-21,Standard Class,4,36.0,High,2015,10,21
ES-2015-HW1493545-42335,2015-11-29,First Class,2,36.0,High,2015,11,29
IN-2013-AT10735144-41296,2013-01-22,Same Day,0,36.0,High,2013,1,22
IT-2013-MS1771064-41563,2013-10-20,Standard Class,4,36.0,High,2013,10,20
IN-2015-BS1175558-42064,2015-03-08,Standard Class,7,36.0,High,2015,3,8
CA-2014-CJ12010140-41767,2014-05-12,Standard Class,4,4.0,Medium,2014,5,12
ES-2013-AH1007545-41490,2013-08-06,First Class,2,36.0,High,2013,8,6
MO-2015-RD948086-42164,2015-06-12,First Class,3,36.0,High,2015,6,12
IN-2014-AH1007558-41896,2014-09-18,Standard Class,4,36.0,High,2014,9,18
IN-2013-JJ157607-41593,2013-11-20,Standard Class,5,36.0,High,2013,11,20
IT-2015-CL1189045-42081,2015-03-22,Standard Class,4,36.0,High,2015,3,22
IR-2014-AY55560-41704,2014-03-10,Standard Class,4,36.0,High,2014,3,10
PL-2015-AJ795103-42248,2015-09-05,Standard Class,4,36.0,High,2015,9,5
ID-2013-BB10990130-41521,2013-09-09,Standard Class,5,36.0,High,2013,9,9
BN-2014-KD649515-41971,2014-12-01,First Class,3,36.0,High,2014,12,1
IT-2014-KC1667548-41882,2014-09-03,First Class,3,36.0,High,2014,9,3
ID-2014-MH17290144-41949,2014-11-09,First Class,3,36.0,High,2014,11,9
IN-2013-RE194507-41329,2013-03-01,Standard Class,5,36.0,High,2013,3,1
CM-2015-AH1007522-42330,2015-11-25,Second Class,3,36.0,High,2015,11,25
CA-2014-CJ12010140-41767,2014-05-12,Standard Class,4,3.0,Low,2014,5,12
IN-2013-Co1264027-41508,2013-08-29,Standard Class,7,36.0,High,2013,8,29
TU-2014-DH3675134-41734,2014-04-06,First Class,1,36.0,High,2014,4,6
ID-2013-KH166307-41606,2013-11-30,First Class,2,36.0,High,2013,11,30
ES-2014-CM11935120-41906,2014-09-28,Standard Class,4,36.0,High,2014,9,28
CA-2015-CJ12010140-42031,2015-01-31,Standard Class,4,2.0,Low,2015,1,31
IN-2013-RP193907-41397,2013-05-07,Second Class,4,36.0,High,2013,5,7
US-2014-CJ12010140-41977,2014-12-09,Standard Class,5,1.0,Low,2014,12,9
ID-2015-BT114407-42135,2015-05-15,Second Class,4,36.0,High,2015,5,15
CA-2014-CJ12010140-41843,2014-07-28,Standard Class,5,1.0,Low,2014,7,28
SF-2015-JF5415117-42332,2015-11-27,First Class,3,36.0,High,2015,11,27
CA-2014-CJ12010140-41843,2014-07-28,Standard Class,5,1.0,Low,2014,7,28
EG-2015-LS694538-42179,2015-06-28,Second Class,4,36.0,High,2015,6,28
EG-2012-JK537038-41270,2012-12-31,Standard Class,4,36.0,High,2012,12,31
MX-2012-MZ1751528-41263,2012-12-26,Standard Class,6,36.0,High,2012,12,26
CA-2015-CJ12010140-42126,2015-05-07,Standard Class,5,1.0,Low,2015,5,7
PL-2014-TS11370103-41702,2014-03-09,Standard Class,5,36.0,High,2014,3,9
IT-2014-MM1792045-41845,2014-07-29,Second Class,4,36.0,High,2014,7,29
KG-2014-PW903070-41647,2014-01-10,Second Class,2,36.0,High,2014,1,10
IS-2015-PB921063-42062,2015-03-01,Second Class,2,36.0,High,2015,3,1
CA-2014-CJ12010140-41767,2014-05-12,Standard Class,4,1.0,Low,2014,5,12
MX-2015-MB1730582-42264,2015-09-17,Same Day,0,36.0,High,2015,9,17
IN-2012-KN1670527-41123,2012-08-06,Standard Class,4,36.0,High,2012,8,6
CA-2015-CB12025140-42259,2015-09-12,Same Day,0,106.0,High,2015,9,12
ID-2013-CL1270092-41384,2013-04-22,Second Class,2,36.0,High,2013,4,22
TZ-2014-CV2805129-41655,2014-01-19,First Class,3,36.0,High,2014,1,19
ID-2014-RD199307-41809,2014-06-24,Standard Class,5,36.0,High,2014,6,24
ES-2014-TB2125048-41891,2014-09-16,Standard Class,7,36.0,High,2014,9,16
TZ-2015-JD5895129-42096,2015-04-04,Second Class,2,36.0,High,2015,4,4
ES-2013-BD11725139-41443,2013-06-25,Standard Class,7,36.0,High,2013,6,25
CA-2013-CB12025140-41514,2013-09-04,Standard Class,7,85.0,High,2013,9,4
BO-2013-CS217513-41523,2013-09-08,First Class,2,36.0,High,2013,9,8
CA-2013-CB12025140-41510,2013-08-28,Standard Class,4,71.0,High,2013,8,28
MX-2015-RH1960039-42363,2015-12-28,First Class,3,36.0,High,2015,12,28
IT-2013-PF19225125-41500,2013-08-18,Standard Class,4,36.0,High,2013,8,18
IN-2013-RD1958559-41450,2013-06-25,Same Day,0,36.0,High,2013,6,25
MX-2015-TB2162539-42221,2015-08-12,Standard Class,7,36.0,High,2015,8,12
MX-2015-YS2188031-42244,2015-09-01,Standard Class,4,36.0,High,2015,9,1
ID-2015-AG1049597-42193,2015-07-08,Same Day,0,36.0,High,2015,7,8
CA-2013-CB12025140-41510,2013-08-28,Standard Class,4,69.0,High,2013,8,28
IN-2015-MZ1751566-42261,2015-09-20,Standard Class,6,36.0,High,2015,9,20
IN-2014-ML1826556-41973,2014-12-05,Standard Class,5,36.0,High,2014,12,5
MO-2015-PO919586-42336,2015-12-02,Standard Class,4,36.0,High,2015,12,2
MX-2014-MH1745539-41961,2014-11-22,Standard Class,4,36.0,High,2014,11,22
IT-2015-DA1345091-42209,2015-07-28,Standard Class,4,36.0,High,2015,7,28
EG-2015-LC688538-42160,2015-06-08,First Class,3,36.0,High,2015,6,8
IT-2014-MP1796562-41903,2014-09-24,First Class,3,36.0,High,2014,9,24
MX-2014-IM1507018-41810,2014-06-22,Second Class,2,36.0,High,2014,6,22
ES-2013-AJ1094545-41529,2013-09-14,First Class,2,36.0,High,2013,9,14
IT-2014-FA1423091-41668,2014-02-02,Standard Class,4,36.0,High,2014,2,2
CA-2013-CB12025140-41514,2013-09-04,Standard Class,7,48.0,High,2013,9,4
IN-2014-HG1496559-41832,2014-07-18,Standard Class,6,36.0,High,2014,7,18
IN-2015-TG2164058-42272,2015-09-30,Standard Class,5,36.0,High,2015,9,30
ES-2013-ML17395120-41363,2013-04-03,Standard Class,4,36.0,High,2013,4,3
IN-2012-SC200957-41170,2012-09-23,Standard Class,5,36.0,High,2012,9,23
RS-2014-AS285108-41945,2014-11-06,Standard Class,4,36.0,High,2014,11,6
MG-2012-JG531084-41084,2012-06-29,Standard Class,5,36.0,High,2012,6,29
IN-2012-PS1904527-41014,2012-04-16,First Class,1,36.0,High,2012,4,16
US-2015-CB12025140-42322,2015-11-21,Standard Class,7,31.0,High,2015,11,21
IN-2013-EN1378097-41593,2013-11-19,Standard Class,4,36.0,High,2013,11,19
CA-2014-CB12025140-41971,2014-12-01,First Class,3,28.0,High,2014,12,1
ES-2014-SG20890139-41772,2014-05-16,First Class,3,36.0,High,2014,5,16
MX-2015-AG1039051-42180,2015-06-27,First Class,2,36.0,High,2015,6,27
ID-2013-JD15790144-41319,2013-02-18,Second Class,4,36.0,High,2013,2,18
ES-2014-JL1583545-41717,2014-03-22,First Class,3,36.0,High,2014,3,22
MX-2015-DB1321093-42348,2015-12-13,First Class,3,36.0,High,2015,12,13
MX-2013-BD1177082-41482,2013-08-01,Second Class,5,36.0,High,2013,8,1
MX-2014-DC1328518-41751,2014-04-26,Standard Class,4,36.0,High,2014,4,26
ID-2014-JW1607558-41929,2014-10-21,Standard Class,4,36.0,High,2014,10,21
CA-2013-CB12025140-41510,2013-08-28,Standard Class,4,26.0,High,2013,8,28
TU-2014-CR2820134-41853,2014-08-08,Standard Class,6,36.0,High,2014,8,8
IN-2013-JS1568558-41371,2013-04-12,Standard Class,5,36.0,High,2013,4,12
IT-2014-NF18595139-41783,2014-05-31,Standard Class,7,36.0,High,2014,5,31
ES-2014-KB1658545-41823,2014-07-07,Standard Class,4,36.0,High,2014,7,7
ID-2014-TC21295102-41909,2014-09-30,Second Class,3,36.0,High,2014,9,30
CA-2015-CB12025140-42041,2015-02-09,Second Class,3,18.0,High,2015,2,9
SF-2015-LO7170117-42228,2015-08-14,Second Class,2,36.0,High,2015,8,14
IN-2014-BM116507-41884,2014-09-06,Standard Class,4,36.0,High,2014,9,6
CA-2013-CB12025140-41514,2013-09-04,Standard Class,7,14.0,Medium,2013,9,4
IT-2012-JD1579045-41271,2013-01-02,Standard Class,5,36.0,High,2013,1,2
ID-2015-LT171107-42045,2015-02-14,Second Class,4,36.0,High,2015,2,14
IN-2014-EB139307-41914,2014-10-05,Second Class,3,36.0,High,2014,10,5
MX-2014-RF1973565-41938,2014-10-29,First Class,3,36.0,High,2014,10,29
IN-2013-AB1060021-41402,2013-05-11,Second Class,3,36.0,High,2013,5,11
MX-2015-MC1759082-42299,2015-10-26,Standard Class,4,36.0,High,2015,10,26
NI-2015-CM219095-42046,2015-02-16,Standard Class,5,36.0,High,2015,2,16
ES-2012-LC17140139-41142,2012-08-23,Second Class,2,36.0,High,2012,8,23
TU-2013-GB4575134-41451,2013-06-28,First Class,2,36.0,High,2013,6,28
ES-2013-PH1879045-41572,2013-10-25,Same Day,0,36.0,High,2013,10,25
IN-2012-CR12625102-41086,2012-06-28,First Class,2,36.0,High,2012,6,28
ES-2015-AF1087045-42168,2015-06-15,First Class,2,36.0,High,2015,6,15
IN-2013-JJ157607-41593,2013-11-20,Standard Class,5,36.0,High,2013,11,20
MX-2015-MB1808582-42272,2015-09-30,Standard Class,5,36.0,High,2015,9,30
MX-2012-JH1598551-41227,2012-11-20,Standard Class,6,36.0,High,2012,11,20
IN-2012-FW1439511-41196,2012-10-19,Standard Class,5,36.0,High,2012,10,19
IT-2013-RC1996048-41599,2013-11-25,Standard Class,4,36.0,High,2013,11,25
US-2012-CL1189082-41248,2012-12-10,Second Class,5,36.0,High,2012,12,10
US-2015-CB12025140-42259,2015-09-16,Standard Class,4,8.0,Medium,2015,9,16
IN-2014-NG184307-41816,2014-06-28,First Class,2,36.0,High,2014,6,28
CA-2014-CB12025140-41971,2014-12-01,First Class,3,4.0,Medium,2014,12,1
IN-2014-SH2063527-41879,2014-09-04,Standard Class,7,36.0,High,2014,9,4
MX-2012-AG1030093-40927,2012-01-24,Standard Class,5,36.0,High,2012,1,24
ID-2013-SE2011059-41595,2013-11-23,Standard Class,6,36.0,High,2013,11,23
TU-2014-NH8610134-41879,2014-09-01,Standard Class,4,36.0,High,2014,9,1
CA-2015-CB12025140-42255,2015-09-12,Standard Class,4,4.0,Medium,2015,9,12
CA-2013-CB12025140-41514,2013-09-04,Standard Class,7,3.0,Low,2013,9,4
IR-2013-KB624060-41556,2013-10-13,Standard Class,4,36.0,High,2013,10,13
RO-2014-LA6780107-41954,2014-11-14,First Class,3,36.0,High,2014,11,14
CG-2015-MH744033-42218,2015-08-08,Standard Class,6,36.0,High,2015,8,8
IN-2014-RW1969027-41763,2014-05-06,First Class,2,36.0,High,2014,5,6
MX-2014-NS1850531-41804,2014-06-17,First Class,3,36.0,High,2014,6,17
ES-2015-GH1466548-42173,2015-06-23,Standard Class,5,36.0,High,2015,6,23
ES-2015-MZ17515124-42326,2015-11-20,Second Class,2,36.0,High,2015,11,20
ES-2015-ZD2192545-42368,2016-01-04,Standard Class,5,36.0,High,2016,1,4
IN-2012-AH105851-41243,2012-12-03,First Class,3,36.0,High,2012,12,3
CA-2014-CB12025140-41971,2014-12-01,First Class,3,2.0,Low,2014,12,1
ES-2013-SF2096548-41335,2013-03-04,Second Class,2,36.0,High,2013,3,4
ES-2015-AS1022545-42357,2015-12-23,Standard Class,4,36.0,High,2015,12,23
CA-2015-CB12025140-42259,2015-09-12,Same Day,0,2.0,Low,2015,9,12
IN-2012-BF1097527-41128,2012-08-07,Same Day,0,36.0,High,2012,8,7
ID-2012-MC181007-41036,2012-05-09,Second Class,2,36.0,High,2012,5,9
US-2015-RK1930036-42284,2015-10-12,Standard Class,5,36.0,High,2015,10,12
ES-2013-AG1030064-41591,2013-11-17,Standard Class,4,36.0,High,2013,11,17
CA-2015-CB12025140-42041,2015-02-09,Second Class,3,1.0,Low,2015,2,9
ES-2013-AJ10780139-41590,2013-11-19,Standard Class,7,36.0,High,2013,11,19
IN-2015-TC214757-42306,2015-11-01,First Class,3,36.0,High,2015,11,1
IZ-2015-CS225061-42367,2016-01-02,Standard Class,4,36.0,High,2016,1,2
ES-2014-KH16330139-41933,2014-10-24,First Class,3,36.0,High,2014,10,24
ES-2015-MC1757545-42171,2015-06-16,Same Day,0,36.0,High,2015,6,16
IN-2015-VM216857-42306,2015-10-31,Second Class,2,36.0,High,2015,10,31
